Order ID,Product_Category,Shipping_Mode,Order Value,Package_Weight_Kg,Warehouse Distance Km,Items in Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic Index,Delivery_Time_Hours
ORD-11519,Sports & Outdoors,Express,195.8,8.0,80,5,3.1,1.4,1.15,5.2
ORD-11520,Home & Kitchen,Standard,341.31,1.5,1044,6,10.5,1.06,1.74,58.6
ORD-11521,Office Supplies,Standard,38.38,3.3,83,1,13.4,0.72,1.23,15.2
ORD-11522,Books,Express,24.91,2.8,293,2,4.7,1.13,1.82,14.7
ORD-11523,Apparel,Standard,42.72,0.3,261,3,7.1,0.79,1.31,13.9
ORD-11524,Toys & Games,Standard,125.75,3.5,350,4,10.0,1.2,1.9,30.0
ORD-11525,Health & Beauty,Express,109.38,1.0,506,5,2.2,0.86,1.39,12.3
ORD-11526,Electronics,Standard,489.89,4.7,528,6,15.8,1.27,0.88,30.6
ORD-11527,Sports & Outdoors,Standard,139.32,4.2,617,1,6.6,0.93,1.47,27.7
ORD-11528,Home & Kitchen,Express,189.19,8.9,99,2,3.8,1.34,0.96,5.9
ORD-11529,Office Supplies,Standard,15.7,3.3,795,3,12.4,1.0,1.55,43.2
ORD-11530,Books,Same Day,46.27,0.7,39,4,1.9,1.41,1.04,3.8
ORD-11531,Apparel,Economy,206.96,0.3,616,5,9.2,1.07,1.63,52.2
ORD-11532,Toys & Games,Standard,91.59,1.2,1062,6,9.0,0.73,1.12,30.7
ORD-11533,Health & Beauty,Express,72.42,1.2,454,1,5.1,1.14,1.71,19.9
ORD-11534,Electronics,Economy,515.45,6.3,925,2,20.3,0.8,1.2,55.8
ORD-11535,Sports & Outdoors,Standard,83.84,9.4,279,3,5.6,1.21,1.79,20.7
ORD-11536,Home & Kitchen,Express,357.07,5.3,47,4,2.6,0.87,1.28,3.5
ORD-11537,Office Supplies,Economy,77.02,3.3,1234,5,15.3,1.28,1.87,133.4
ORD-11538,Books,Standard,68.63,1.1,546,6,14.3,0.94,1.36,31.8
ORD-11539,Apparel,Express,190.2,0.3,260,1,4.2,1.35,0.85,9.2
ORD-11540,Toys & Games,Standard,57.43,2.4,724,2,8.0,1.01,1.44,34.3
ORD-11541,Health & Beauty,Standard,35.46,1.4,813,3,10.9,1.42,0.93,37.7
ORD-11542,Electronics,Express,541.01,1.9,473,4,1.7,1.08,1.52,14.6
ORD-11543,Sports & Outdoors,Standard,267.36,5.6,991,5,4.6,0.74,1.01,23.1
ORD-11544,Home & Kitchen,Standard,205.95,1.7,1080,6,7.5,1.15,1.6,57.2
ORD-11545,Office Supplies,Express,54.34,3.3,66,1,3.3,0.81,1.09,4.3
ORD-11546,Books,Standard,25.99,1.5,208,2,13.3,1.22,1.68,24.0
ORD-11547,Apparel,Standard,174.44,0.3,297,3,4.1,0.88,1.17,11.7
ORD-11548,Toys & Games,Express,23.27,3.6,279,4,4.9,1.29,1.76,15.5
ORD-11549,Health & Beauty,Standard,93.5,1.6,475,5,9.9,0.95,1.25,24.0
ORD-11550,Electronics,Same Day,567.57,3.5,11,6,2.3,1.36,1.84,3.2
ORD-11551,Sports & Outdoors,Economy,211.88,1.8,1376,1,18.8,1.02,1.33,93.5
ORD-11552,Home & Kitchen,Standard,53.83,9.1,742,2,6.5,1.43,1.92,57.4
ORD-11553,Office Supplies,Express,31.66,3.3,634,3,2.1,1.09,1.41,18.3
ORD-11554,Books,Economy,47.35,1.9,385,4,13.8,0.75,0.9,24.2
ORD-11555,Apparel,Standard,158.68,0.3,1009,5,15.2,1.16,1.49,58.8
ORD-11556,Toys & Games,Express,99.11,1.3,227,6,3.7,0.82,0.98,6.7
ORD-11557,Health & Beauty,Economy,56.54,1.8,694,1,8.8,1.23,1.57,62.4
ORD-11558,Electronics,Standard,593.13,5.1,226,2,11.8,0.89,1.06,17.1
ORD-11559,Sports & Outdoors,Express,155.4,7.0,440,3,5.3,1.3,1.65,21.0
ORD-11560,Home & Kitchen,Standard,221.71,5.5,404,4,5.5,0.96,1.14,16.6
ORD-11561,Office Supplies,Standard,93.98,3.3,493,5,8.4,1.37,1.73,37.6
ORD-11562,Books,Express,69.71,2.3,653,6,2.8,1.03,1.22,16.5
ORD-11563,Apparel,Standard,142.92,0.3,671,1,14.2,1.44,1.81,57.9
ORD-11564,Toys & Games,Standard,65.95,2.5,760,2,5.0,1.1,1.3,32.2
ORD-11565,Health & Beauty,Express,19.58,0.2,246,3,4.4,0.76,1.89,10.3
ORD-11566,Electronics,Standard,619.69,6.7,938,4,10.8,1.17,1.38,48.7
ORD-11567,Sports & Outdoors,Standard,99.92,3.2,1027,5,13.7,0.83,0.87,32.2
ORD-11568,Home & Kitchen,Express,69.59,1.9,459,6,1.9,1.24,1.46,15.7
ORD-11569,Office Supplies,Standard,70.3,3.3,155,1,7.4,0.9,0.95,10.7
ORD-11570,Books,Same Day,26.07,2.7,31,2,0.9,1.31,1.54,3.0
ORD-11571,Apparel,Economy,126.16,0.3,836,3,12.3,0.97,1.03,45.7
ORD-11572,Toys & Games,Standard,31.79,3.7,422,4,4.0,1.38,1.62,27.6
ORD-11573,Health & Beauty,Express,77.62,0.4,194,5,3.2,1.04,1.11,6.9
ORD-11574,Electronics,Economy,645.25,2.3,1145,6,23.4,0.7,1.7,77.9
ORD-11575,Sports & Outdoors,Standard,43.44,8.4,689,1,12.7,1.11,1.19,35.5
ORD-11576,Home & Kitchen,Express,237.47,9.3,407,2,4.8,0.77,1.78,14.1
ORD-11577,Office Supplies,Economy,47.62,3.3,154,3,18.4,1.18,1.27,27.6
ORD-11578,Books,Standard,48.43,0.6,956,4,9.3,0.84,1.86,46.6
ORD-11579,Apparel,Express,110.4,0.3,620,5,2.3,1.25,1.35,19.7
ORD-11580,Toys & Games,Standard,107.63,1.4,84,6,15.1,0.91,1.94,18.8
ORD-11581,Health & Beauty,Standard,40.66,0.6,173,1,5.9,1.32,1.43,14.1
ORD-11582,Electronics,Express,671.81,3.9,213,2,3.9,0.98,0.92,7.1
ORD-11583,Sports & Outdoors,Standard,227.96,4.6,351,3,11.7,1.39,1.51,30.1
ORD-11584,Home & Kitchen,Standard,85.35,5.7,440,4,14.6,1.05,1.0,26.2
ORD-11585,Office Supplies,Express,24.94,3.3,426,5,5.5,0.71,1.59,13.5
ORD-11586,Books,Standard,70.79,1.0,618,6,8.3,1.12,1.08,27.0
ORD-11587,Apparel,Standard,94.64,0.3,707,1,11.2,0.78,1.67,34.2
ORD-11588,Toys & Games,Express,73.47,2.6,639,2,3.0,1.19,1.16,17.7
ORD-11589,Health & Beauty,Standard,98.7,0.8,885,3,4.9,0.85,1.75,37.8
ORD-11590,Electronics,Same Day,697.37,5.5,51,4,1.3,1.26,1.24,4.0
ORD-11591,Sports & Outdoors,Economy,171.48,9.8,296,5,21.9,0.92,1.83,41.8
ORD-11592,Home & Kitchen,Standard,253.23,2.1,102,6,13.6,1.33,1.32,18.1
ORD-11593,Office Supplies,Express,86.26,3.3,374,1,4.3,0.99,1.91,16.1
ORD-11594,Books,Economy,27.15,1.4,605,2,16.9,1.4,1.4,64.3
ORD-11595,Apparel,Standard,78.88,0.3,369,3,10.2,1.06,0.89,18.9
ORD-11596,Toys & Games,Express,39.31,3.8,587,4,1.8,0.72,1.48,12.2
ORD-11597,Health & Beauty,Economy,61.74,1.0,914,5,11.9,1.13,0.97,52.0
ORD-11598,Electronics,Standard,723.93,1.1,636,6,6.8,0.79,1.56,26.4
ORD-11599,Sports & Outdoors,Express,115.0,6.0,180,1,3.4,1.2,1.05,7.2
ORD-11600,Home & Kitchen,Standard,101.11,9.5,814,2,12.6,0.86,1.64,41.3
ORD-11601,Office Supplies,Standard,63.58,3.3,903,3,15.5,1.27,1.13,47.9
ORD-11602,Books,Express,49.51,1.8,393,4,5.0,0.93,1.72,15.5
ORD-11603,Apparel,Standard,62.12,0.3,1081,5,9.2,1.34,1.21,53.0
ORD-11604,Toys & Games,Standard,115.15,1.5,120,6,12.1,1.0,1.8,17.5
ORD-11605,Health & Beauty,Express,24.78,1.2,606,1,2.5,1.41,1.29,20.9
ORD-11606,Electronics,Standard,749.49,2.7,298,2,5.8,1.07,1.88,20.8
ORD-11607,Sports & Outdoors,Standard,59.52,2.2,387,3,8.7,0.73,1.37,18.4
ORD-11608,Home & Kitchen,Express,269.99,5.9,199,4,4.1,1.14,0.86,7.4
ORD-11609,Office Supplies,Standard,40.9,3.3,565,5,14.5,0.8,1.45,30.9
ORD-11610,Books,Same Day,71.87,2.2,23,6,1.7,1.21,0.94,2.6
ORD-11611,Apparel,Economy,46.36,0.3,1056,1,15.4,0.87,1.53,71.6
ORD-11612,Toys & Games,Standard,81.99,2.7,832,2,11.1,1.28,1.02,38.3
ORD-11613,Health & Beauty,Express,82.82,1.4,554,3,5.4,0.94,1.61,19.4
ORD-11614,Electronics,Economy,775.05,4.3,1365,4,10.4,1.35,1.1,91.5
ORD-11615,Sports & Outdoors,Standard,243.04,7.4,1099,5,7.7,1.01,1.69,54.6
ORD-11616,Home & Kitchen,Express,117.87,2.3,147,6,2.9,1.42,1.18,7.0
ORD-11617,Office Supplies,Economy,17.22,3.3,374,1,21.5,1.08,1.77,50.1
ORD-11618,Books,Standard,28.23,2.6,316,2,4.3,0.74,1.26,11.7
ORD-11619,Apparel,Express,30.6,0.3,360,3,4.5,1.15,1.85,17.3
ORD-11620,Toys & Games,Standard,47.83,3.9,494,4,10.1,0.81,1.34,23.5
ORD-11621,Health & Beauty,Standard,45.86,1.6,583,5,13.0,1.22,1.93,47.3
ORD-11622,Electronics,Express,801.61,5.9,573,6,2.0,0.88,1.42,13.9
ORD-11623,Sports & Outdoors,Standard,187.56,3.6,761,1,6.7,1.29,0.91,29.0
ORD-11624,Home & Kitchen,Standard,285.75,9.7,850,2,9.6,0.95,1.5,39.9
ORD-11625,Office Supplies,Express,79.54,3.3,166,3,3.6,1.36,0.99,7.3
ORD-11626,Books,Standard,50.59,0.5,1028,4,15.4,1.02,1.58,56.8
ORD-11627,Apparel,Standard,194.84,0.3,1117,5,6.2,1.43,1.07,48.9
ORD-11628,Toys & Games,Express,123.67,1.6,379,6,5.2,1.09,1.66,16.6
ORD-11629,Health & Beauty,Standard,103.9,1.8,245,1,12.0,0.75,1.15,17.3
ORD-11630,Electronics,Same Day,827.17,1.5,43,2,2.1,1.16,1.74,5.0
ORD-11631,Sports & Outdoors,Economy,131.08,8.8,516,3,8.9,0.82,1.23,29.7
ORD-11632,Home & Kitchen,Standard,133.63,6.1,512,4,8.6,1.23,1.82,37.3
ORD-11633,Office Supplies,Express,56.86,3.3,114,5,2.4,0.89,1.31,4.6
ORD-11634,Books,Economy,72.95,0.9,825,6,20.0,1.3,1.9,101.5
ORD-11635,Apparel,Standard,178.08,0.3,779,1,5.2,0.96,1.39,31.2
ORD-11636,Toys & Games,Express,89.51,2.8,327,2,4.0,1.37,0.88,10.6
ORD-11637,Health & Beauty,Economy,66.94,0.2,1134,3,15.0,1.03,1.47,83.7
ORD-11638,Electronics,Standard,853.73,3.1,1046,4,13.9,1.44,0.96,50.0
ORD-11639,Sports & Outdoors,Express,75.6,5.0,540,5,1.5,1.1,1.55,16.8
ORD-11640,Home & Kitchen,Standard,301.51,2.5,174,6,7.6,0.76,1.04,11.0
ORD-11641,Office Supplies,Standard,33.18,3.3,263,1,10.5,1.17,1.63,23.0
ORD-11642,Books,Express,29.31,1.3,133,2,3.1,0.83,1.12,5.2
ORD-11643,Apparel,Standard,162.32,0.3,441,3,4.2,1.24,1.71,27.6
ORD-11644,Toys & Games,Standard,55.35,0.5,530,4,7.1,0.9,1.2,21.4
ORD-11645,Health & Beauty,Express,29.98,0.4,346,5,4.7,1.31,1.79,18.2
ORD-11646,Electronics,Standard,129.29,4.7,708,6,12.9,0.97,1.28,34.9
ORD-11647,Sports & Outdoors,Standard,259.12,1.2,797,1,15.8,1.38,1.87,67.2
ORD-11648,Home & Kitchen,Express,149.39,9.9,559,2,2.2,1.04,1.36,15.4
ORD-11649,Office Supplies,Standard,95.5,3.3,975,3,9.5,0.7,0.85,24.0
ORD-11650,Books,Same Day,51.67,1.7,15,4,2.5,1.11,1.44,3.3
ORD-11651,Apparel,Economy,146.56,0.3,1276,5,18.5,0.77,0.93,55.0
ORD-11652,Toys & Games,Standard,21.19,1.7,192,6,6.1,1.18,1.52,14.7
ORD-11653,Health & Beauty,Express,87.02,0.6,294,1,3.5,0.84,1.01,7.7
ORD-11654,Electronics,Economy,155.85,6.3,285,2,13.5,1.25,1.6,36.3
ORD-11655,Sports & Outdoors,Standard,203.64,6.4,459,3,14.8,0.91,1.09,26.2
ORD-11656,Home & Kitchen,Express,317.27,6.3,507,4,5.1,1.32,1.68,23.8
ORD-11657,Office Supplies,Economy,72.82,3.3,594,5,8.5,0.98,1.17,35.7
ORD-11658,Books,Standard,73.03,2.1,726,6,11.4,1.39,1.76,55.8
ORD-11659,Apparel,Express,130.8,0.3,100,1,2.6,1.05,1.25,4.8
ORD-11660,Toys & Games,Standard,97.03,2.9,904,2,5.1,0.71,1.84,34.6
ORD-11661,Health & Beauty,Standard,50.06,0.8,993,3,8.0,1.12,1.33,45.0
ORD-11662,Electronics,Express,181.41,1.9,313,4,4.2,0.78,1.92,12.0
ORD-11663,Sports & Outdoors,Standard,147.16,2.6,121,5,13.8,1.19,1.41,18.9
ORD-11664,Home & Kitchen,Standard,165.15,2.7,210,6,4.6,0.85,0.9,8.6
ORD-11665,Office Supplies,Express,49.14,3.3,526,1,1.7,1.26,1.49,18.2
ORD-11666,Books,Standard,30.39,2.5,388,2,10.4,0.92,0.98,19.1
ORD-11667,Apparel,Standard,114.04,0.3,477,3,13.3,1.33,1.57,38.2
ORD-11668,Toys & Games,Express,63.87,0.6,119,4,3.3,0.99,1.06,5.4
ORD-11669,Health & Beauty,Standard,108.1,1.0,655,5,7.0,1.4,1.65,44.8
ORD-11670,Electronics,Same Day,207.97,3.5,35,6,1.1,1.06,1.14,2.5
ORD-11671,Sports & Outdoors,Economy,91.68,7.8,736,1,12.0,0.72,1.73,48.7
ORD-11672,Home & Kitchen,Standard,333.03,10.1,922,2,15.7,1.13,1.22,47.5
ORD-11673,Office Supplies,Express,26.46,3.3,474,3,4.6,0.79,1.81,15.9
ORD-11674,Books,Economy,52.75,0.4,1045,4,23.1,1.2,1.3,88.3
ORD-11675,Apparel,Standard,98.28,0.3,139,5,12.3,0.86,1.89,17.9
ORD-11676,Toys & Games,Express,29.71,1.8,67,6,2.1,1.27,1.38,4.1
ORD-11677,Health & Beauty,Economy,71.14,1.2,1354,1,18.1,0.93,0.87,61.9
ORD-11678,Electronics,Standard,233.53,5.1,406,2,8.9,1.34,1.46,28.8
ORD-11679,Sports & Outdoors,Express,35.2,4.0,280,3,3.7,1.0,0.95,8.1
ORD-11680,Home & Kitchen,Standard,181.91,6.5,584,4,14.7,1.41,1.54,46.4
ORD-11681,Office Supplies,Standard,88.78,3.3,673,5,5.5,1.07,1.03,24.0
ORD-11682,Books,Express,74.11,0.8,493,6,5.3,0.73,1.62,15.0
ORD-11683,Apparel,Standard,82.52,0.3,851,1,11.3,1.14,1.11,38.2
ORD-11684,Toys & Games,Standard,105.55,3.0,940,2,14.2,0.8,1.7,46.2
ORD-11685,Health & Beauty,Express,34.18,1.4,86,3,2.8,1.21,1.19,4.9
ORD-11686,Electronics,Standard,259.09,6.7,1118,4,7.9,0.87,1.78,51.2
ORD-11687,Sports & Outdoors,Standard,219.72,9.2,157,5,10.8,1.28,1.27,17.2
ORD-11688,Home & Kitchen,Express,349.79,2.9,299,6,4.4,0.94,1.86,13.1
ORD-11689,Office Supplies,Standard,65.1,3.3,335,1,4.5,1.35,1.35,19.8
ORD-11690,Books,Same Day,31.47,1.2,55,2,1.5,1.01,1.94,5.1
ORD-11691,Apparel,Economy,66.76,0.3,196,3,21.6,1.42,1.43,37.5
ORD-11692,Toys & Games,Standard,71.39,0.7,602,4,13.2,1.08,0.92,28.2
ORD-11693,Health & Beauty,Express,92.22,1.6,654,5,1.6,0.74,1.51,13.8
ORD-11694,Electronics,Economy,285.65,2.3,505,6,16.6,1.15,1.0,39.8
ORD-11695,Sports & Outdoors,Standard,163.24,5.4,869,1,9.8,0.81,1.59,37.8
ORD-11696,Home & Kitchen,Express,197.67,10.3,247,2,3.2,1.22,1.08,8.6
ORD-11697,Office Supplies,Economy,42.42,3.3,814,3,11.6,0.88,1.67,59.5
ORD-11698,Books,Standard,53.83,1.6,86,4,6.4,1.29,1.16,9.6
ORD-11699,Apparel,Express,50.0,0.3,460,5,4.8,0.95,1.75,17.5
ORD-11700,Toys & Games,Standard,37.23,1.9,264,6,12.2,1.36,1.24,23.3
ORD-11701,Health & Beauty,Standard,55.26,1.8,353,1,15.1,1.02,1.83,31.6
ORD-11702,Electronics,Express,311.21,3.9,53,2,2.3,1.43,1.32,4.0
ORD-11703,Sports & Outdoors,Standard,107.76,1.6,531,3,8.8,1.09,1.91,36.4
ORD-11704,Home & Kitchen,Standard,45.55,6.7,620,4,11.7,0.75,1.4,28.0
ORD-11705,Office Supplies,Express,19.74,3.3,266,5,3.9,1.16,0.89,8.5
ORD-11706,Books,Standard,75.19,2.0,798,6,5.4,0.82,1.48,29.6
ORD-11707,Apparel,Standard,34.24,0.3,887,1,8.3,1.23,0.97,34.8
ORD-11708,Toys & Games,Express,113.07,3.1,479,2,5.5,0.89,1.56,16.6
ORD-11709,Health & Beauty,Standard,18.3,0.2,1065,3,14.1,1.3,1.05,50.4
ORD-11710,Electronics,Same Day,337.77,5.5,27,4,1.9,0.96,1.64,3.3
ORD-11711,Sports & Outdoors,Economy,51.28,6.8,956,5,15.1,1.37,1.13,74.3
ORD-11712,Home & Kitchen,Standard,213.43,3.1,282,6,10.7,1.03,1.72,23.2
ORD-11713,Office Supplies,Express,81.06,3.3,214,1,2.7,1.44,1.21,8.9
ORD-11714,Books,Economy,32.55,2.4,1265,2,10.1,1.1,1.8,110.3
ORD-11715,Apparel,Standard,198.48,0.3,549,3,7.3,0.76,1.29,20.8
ORD-11716,Toys & Games,Express,79.91,0.8,427,4,4.3,1.17,1.88,20.0
ORD-11717,Health & Beauty,Economy,76.34,0.4,274,5,21.2,0.83,1.37,33.7
ORD-11718,Electronics,Standard,363.33,1.1,816,6,16.0,1.24,0.86,37.8
ORD-11719,Sports & Outdoors,Express,235.8,3.0,640,1,1.8,0.9,1.45,15.7
ORD-11720,Home & Kitchen,Standard,61.31,10.5,994,2,9.7,1.31,0.94,40.3
ORD-11721,Office Supplies,Standard,58.38,3.3,1083,3,12.6,0.97,1.53,52.8
ORD-11722,Books,Express,54.91,2.8,233,4,3.4,1.38,1.02,8.9
ORD-11723,Apparel,Standard,182.72,0.3,211,5,6.3,1.04,1.61,15.1
ORD-11724,Toys & Games,Standard,45.75,2.0,300,6,9.2,0.7,1.1,15.0
ORD-11725,Health & Beauty,Express,39.38,0.6,446,1,5.0,1.11,1.69,18.9
ORD-11726,Electronics,Standard,389.89,2.7,478,2,15.0,0.77,1.18,25.9
ORD-11727,Sports & Outdoors,Standard,179.32,8.2,567,3,5.8,1.18,1.77,35.4
ORD-11728,Home & Kitchen,Express,229.19,6.9,659,4,2.5,0.84,1.26,14.1
ORD-11729,Office Supplies,Standard,35.7,3.3,745,5,11.6,1.25,1.85,54.7
ORD-11730,Books,Same Day,76.27,0.7,47,6,2.3,0.91,1.34,4.2
ORD-11731,Apparel,Economy,166.96,0.3,416,1,8.6,1.32,1.93,51.0
ORD-11732,Toys & Games,Standard,121.59,3.2,1012,2,8.2,0.98,1.42,43.4
ORD-11733,Health & Beauty,Express,97.42,0.8,394,3,3.8,1.39,0.91,12.1
ORD-11734,Electronics,Economy,415.45,4.3,725,4,19.7,1.05,1.5,65.4
ORD-11735,Sports & Outdoors,Standard,123.84,4.4,229,5,4.8,0.71,0.99,8.8
ORD-11736,Home & Kitchen,Express,77.07,3.3,607,6,5.4,1.12,1.58,23.3
ORD-11737,Office Supplies,Economy,97.02,3.3,1034,1,14.7,0.78,1.07,49.2
ORD-11738,Books,Standard,33.63,1.1,496,2,13.5,1.19,1.66,38.0
ORD-11739,Apparel,Express,150.2,0.3,200,3,2.9,0.85,1.15,6.2
ORD-11740,Toys & Games,Standard,87.43,0.9,674,4,7.2,1.26,1.74,44.1
ORD-11741,Health & Beauty,Standard,60.46,1.0,763,5,10.1,0.92,1.23,31.7
ORD-11742,Electronics,Express,441.01,5.9,413,6,4.5,1.33,1.82,21.2
ORD-11743,Sports & Outdoors,Standard,67.36,9.6,941,1,15.9,0.99,1.31,46.4
ORD-11744,Home & Kitchen,Standard,245.95,10.7,1030,2,6.7,1.4,1.9,75.2
ORD-11745,Office Supplies,Express,74.34,3.3,626,3,2.0,1.06,1.39,17.4
ORD-11746,Books,Standard,55.99,1.5,158,4,12.5,0.72,0.88,15.0
ORD-11747,Apparel,Standard,134.44,0.3,247,5,15.4,1.13,1.47,25.7
ORD-11748,Toys & Games,Express,53.27,2.1,219,6,3.6,0.79,0.96,6.4
ORD-11749,Health & Beauty,Standard,23.5,1.2,425,1,9.1,1.2,1.55,28.9
ORD-11750,Electronics,Same Day,467.57,1.5,19,2,0.9,0.86,1.04,1.5
ORD-11751,Sports & Outdoors,Economy,251.88,5.8,1176,3,18.2,1.27,1.63,115.6
ORD-11752,Home & Kitchen,Standard,93.83,7.1,692,4,5.7,0.93,1.12,23.7
ORD-11753,Office Supplies,Express,51.66,3.3,574,5,4.9,1.34,1.71,26.8
ORD-11754,Books,Economy,12.35,1.9,185,6,13.2,1.0,1.2,22.1
ORD-11755,Apparel,Standard,118.68,0.3,959,1,14.4,1.41,1.79,74.9
ORD-11756,Toys & Games,Express,129.11,3.3,167,2,2.4,1.07,1.28,6.2
ORD-11757,Health & Beauty,Economy,81.54,1.4,494,3,8.2,0.73,1.87,35.2
ORD-11758,Electronics,Standard,493.13,3.1,176,4,11.0,1.14,1.36,17.8
ORD-11759,Sports & Outdoors,Express,195.4,2.0,380,5,4.0,0.8,0.85,8.3
ORD-11760,Home & Kitchen,Standard,261.71,3.5,354,6,4.7,1.21,1.44,20.1
ORD-11761,Office Supplies,Standard,28.98,3.3,443,1,7.6,0.87,0.93,16.6
ORD-11762,Books,Express,34.71,2.3,593,2,1.5,1.28,1.52,20.7
ORD-11763,Apparel,Standard,102.92,0.3,621,3,13.4,0.94,1.01,28.1
ORD-11764,Toys & Games,Standard,95.95,1.0,710,4,4.2,1.35,1.6,42.5
ORD-11765,Health & Beauty,Express,44.58,1.6,186,5,3.1,1.01,1.09,6.5
ORD-11766,Electronics,Standard,519.69,4.7,888,6,10.0,1.42,1.68,63.0
ORD-11767,Sports & Outdoors,Standard,139.92,7.2,977,1,12.9,1.08,1.17,43.8
ORD-11768,Home & Kitchen,Express,109.59,10.9,399,2,4.7,0.74,1.76,13.4
ORD-11769,Office Supplies,Standard,90.3,3.3,105,3,6.6,1.15,1.25,10.4
ORD-11770,Books,Same Day,56.07,2.7,39,4,1.3,0.81,1.84,3.2
ORD-11771,Apparel,Economy,86.16,0.3,636,5,11.7,1.22,1.33,53.0
ORD-11772,Toys & Games,Standard,61.79,2.2,372,6,15.3,0.88,1.92,31.0
ORD-11773,Health & Beauty,Express,102.62,1.8,134,1,1.9,1.29,1.41,6.0
ORD-11774,Electronics,Economy,545.25,6.3,945,2,22.8,0.95,0.9,55.1
ORD-11775,Sports & Outdoors,Standard,83.44,3.4,639,3,11.9,1.36,1.49,44.3
ORD-11776,Home & Kitchen,Express,277.47,7.3,347,4,3.5,1.02,0.98,9.3
ORD-11777,Office Supplies,Economy,67.62,3.3,1254,5,17.8,1.43,1.57,130.4
ORD-11778,Books,Standard,13.43,0.6,906,6,8.5,1.09,1.06,34.7
ORD-11779,Apparel,Express,70.4,0.3,560,1,5.1,0.75,1.65,16.7
ORD-11780,Toys & Games,Standard,27.63,3.4,1084,2,14.3,1.16,1.14,50.1
ORD-11781,Health & Beauty,Standard,65.66,0.2,123,3,5.1,0.82,1.73,9.5
ORD-11782,Electronics,Express,571.81,1.9,153,4,2.6,1.23,1.22,6.4
ORD-11783,Sports & Outdoors,Standard,267.96,8.6,301,5,10.9,0.89,1.81,23.0
ORD-11784,Home & Kitchen,Standard,125.35,3.7,390,6,13.8,1.3,1.3,30.3
ORD-11785,Office Supplies,Express,44.94,3.3,366,1,4.2,0.96,1.89,15.3
ORD-11786,Books,Standard,35.79,1.0,568,2,7.5,1.37,1.38,34.3
ORD-11787,Apparel,Standard,54.64,0.3,657,3,10.4,1.03,0.87,25.1
ORD-11788,Toys & Games,Express,103.47,1.1,579,4,1.7,1.44,1.46,22.0
ORD-11789,Health & Beauty,Standard,28.7,0.4,835,5,4.1,1.1,0.95,25.9
ORD-11790,Electronics,Same Day,597.37,3.5,11,6,1.7,0.76,1.54,2.1
ORD-11791,Sports & Outdoors,Economy,211.48,4.8,1396,1,21.3,1.17,1.03,88.6
ORD-11792,Home & Kitchen,Standard,293.23,11.1,1102,2,12.8,0.83,1.62,49.8
ORD-11793,Office Supplies,Express,21.26,3.3,314,3,3.0,1.24,1.11,10.2
ORD-11794,Books,Economy,57.15,1.4,405,4,16.3,0.9,1.7,41.1
ORD-11795,Apparel,Standard,38.88,0.3,319,5,9.4,1.31,1.19,21.8
ORD-11796,Toys & Games,Express,69.31,2.3,527,6,4.6,0.97,1.78,19.8
ORD-11797,Health & Beauty,Economy,86.74,0.6,714,1,11.3,1.38,1.27,61.4
ORD-11798,Electronics,Standard,623.93,5.1,586,2,6.0,1.04,1.86,34.3
ORD-11799,Sports & Outdoors,Express,155.0,1.0,120,3,2.1,0.7,1.35,4.0
ORD-11800,Home & Kitchen,Standard,141.11,7.5,764,4,11.8,1.11,1.94,52.9
ORD-11801,Office Supplies,Standard,83.58,3.3,853,5,14.7,0.77,1.43,38.2
ORD-11802,Books,Express,14.51,1.8,333,6,3.7,1.18,0.92,9.7
ORD-11803,Apparel,Standard,202.12,0.3,1031,1,8.4,0.84,1.51,41.1
ORD-11804,Toys & Games,Standard,35.15,3.5,1120,2,11.3,1.25,1.0,46.3
ORD-11805,Health & Beauty,Express,49.78,0.8,546,3,5.3,0.91,1.59,18.5
ORD-11806,Electronics,Standard,649.49,6.7,248,4,5.0,1.32,1.08,13.8
ORD-11807,Sports & Outdoors,Standard,99.52,6.2,337,5,7.9,0.98,1.67,21.7
ORD-11808,Home & Kitchen,Express,309.99,3.9,139,6,2.8,1.39,1.16,6.5
ORD-11809,Office Supplies,Standard,60.9,3.3,515,1,13.7,1.05,1.75,37.4
ORD-11810,Books,Same Day,36.87,2.2,31,2,2.1,0.71,1.24,3.0
ORD-11811,Apparel,Economy,186.36,0.3,856,3,14.8,1.12,1.83,85.0
ORD-11812,Toys & Games,Standard,111.99,1.2,782,4,10.3,0.78,1.32,30.4
ORD-11813,Health & Beauty,Express,107.82,1.0,494,5,4.1,1.19,1.91,22.8
ORD-11814,Electronics,Economy,675.05,2.3,1165,6,9.8,0.85,1.4,65.3
ORD-11815,Sports & Outdoors,Standard,43.04,2.4,1049,1,6.9,1.26,0.89,36.3
ORD-11816,Home & Kitchen,Express,157.87,11.3,87,2,1.6,0.92,1.48,3.6
ORD-11817,Office Supplies,Economy,37.22,3.3,174,3,20.9,1.33,0.97,29.9
ORD-11818,Books,Standard,58.23,2.6,266,4,15.6,0.99,1.56,25.9
ORD-11819,Apparel,Express,170.6,0.3,300,5,3.2,1.4,1.05,10.6
ORD-11820,Toys & Games,Standard,77.83,2.4,444,6,9.3,1.06,1.64,28.6
ORD-11821,Health & Beauty,Standard,70.86,1.2,533,1,12.2,0.72,1.13,23.0
ORD-11822,Electronics,Express,701.61,3.9,513,2,4.8,1.13,1.72,21.4
